wavelength_nm,power_dBm,taper_length_um,taper_id,timestamp
1557.0,-25.262658525635686,20,taper_20um,2025-10-04T21:40:18.842205
1557.5,-24.88294805397579,20,taper_20um,2025-10-04T21:40:18.842205
1558.0,-25.209995071739637,20,taper_20um,2025-10-04T21:40:18.842205
1558.5,-25.04708819501903,20,taper_20um,2025-10-04T21:40:18.842205
1559.0,-25.23734153990729,20,taper_20um,2025-10-04T21:40:18.842205
1559.5,-25.14064110041069,20,taper_20um,2025-10-04T21:40:18.842205
1560.0,-25.037599435253014,20,taper_20um,2025-10-04T21:40:18.842205
1560.5,-25.019738632381497,20,taper_20um,2025-10-04T21:40:18.842205
1561.0,-24.96134862759327,20,taper_20um,2025-10-04T21:40:18.842205
1561.5,-24.985348659862485,20,taper_20um,2025-10-04T21:40:18.842205
1562.0,-25.013749065765925,20,taper_20um,2025-10-04T21:40:18.842205
1562.5,-25.148150144849893,20,taper_20um,2025-10-04T21:40:18.842205
1563.0,-25.07538222882432,20,taper_20um,2025-10-04T21:40:18.842205
1563.5,-24.909302092049124,20,taper_20um,2025-10-04T21:40:18.842205
1564.0,-25.06450415135617,20,taper_20um,2025-10-04T21:40:18.842205
1564.5,-25.18009392139386,20,taper_20um,2025-10-04T21:40:18.842205
1565.0,-25.01369803111363,20,taper_20um,2025-10-04T21:40:18.842205
1565.5,-25.09741897889477,20,taper_20um,2025-10-04T21:40:18.842205
1566.0,-25.025475643635655,20,taper_20um,2025-10-04T21:40:18.842205
1566.5,-25.241677340484653,20,taper_20um,2025-10-04T21:40:18.842205
1567.0,-25.184522318826428,20,taper_20um,2025-10-04T21:40:18.842205
1567.5,-25.36654602231988,20,taper_20um,2025-10-04T21:40:18.842205
1568.0,-24.96522972944108,20,taper_20um,2025-10-04T21:40:18.842205
1568.5,-25.177344334736024,20,taper_20um,2025-10-04T21:40:18.842205
1569.0,-25.10724514755623,20,taper_20um,2025-10-04T21:40:18.842205
1569.5,-25.057734832781644,20,taper_20um,2025-10-04T21:40:18.842205
1570.0,-25.076153244775412,20,taper_20um,2025-10-04T21:40:18.842205
1570.5,-25.17949052259927,20,taper_20um,2025-10-04T21:40:18.842205
1571.0,-24.908458272287398,20,taper_20um,2025-10-04T21:40:18.842205
1571.5,-25.26231219031949,20,taper_20um,2025-10-04T21:40:18.842205
1572.0,-25.116827368827455,20,taper_20um,2025-10-04T21:40:18.842205
1572.5,-24.89233875195175,20,taper_20um,2025-10-04T21:40:18.842205
1573.0,-25.050120543777282,20,taper_20um,2025-10-04T21:40:18.842205
1573.5,-25.18802656553735,20,taper_20um,2025-10-04T21:40:18.842205
1574.0,-25.192568506309826,20,taper_20um,2025-10-04T21:40:18.842205
1574.5,-25.166288441783976,20,taper_20um,2025-10-04T21:40:18.842205
1575.0,-25.017093733442163,20,taper_20um,2025-10-04T21:40:18.842205
1575.5,-25.14202331980698,20,taper_20um,2025-10-04T21:40:18.842205
1576.0,-24.991485134295004,20,taper_20um,2025-10-04T21:40:18.842205
1576.5,-25.020941821917926,20,taper_20um,2025-10-04T21:40:18.842205
1577.0,-25.101117821957633,20,taper_20um,2025-10-04T21:40:18.842205
1577.5,-25.170658306820883,20,taper_20um,2025-10-04T21:40:18.842205
1578.0,-25.06687855094801,20,taper_20um,2025-10-04T21:40:18.842205
1578.5,-25.07066927636744,20,taper_20um,2025-10-04T21:40:18.842205
1579.0,-25.018565320761677,20,taper_20um,2025-10-04T21:40:18.842205
1579.5,-25.24497182004414,20,taper_20um,2025-10-04T21:40:18.842205
1580.0,-25.240322560960696,20,taper_20um,2025-10-04T21:40:18.842205
1580.5,-25.20371563119909,20,taper_20um,2025-10-04T21:40:18.842205
1581.0,-25.062675790191932,20,taper_20um,2025-10-04T21:40:18.842205
1581.5,-24.993930422855314,20,taper_20um,2025-10-04T21:40:18.842205
1582.0,-25.03980715853122,20,taper_20um,2025-10-04T21:40:18.842205
1582.5,-25.20662236803671,20,taper_20um,2025-10-04T21:40:18.842205
1583.0,-25.10479597684725,20,taper_20um,2025-10-04T21:40:18.842205
1583.5,-25.07167320492233,20,taper_20um,2025-10-04T21:40:18.842205
1584.0,-25.082502254265414,20,taper_20um,2025-10-04T21:40:18.842205
1584.5,-24.954790813204124,20,taper_20um,2025-10-04T21:40:18.842205
1585.0,-25.02068752311974,20,taper_20um,2025-10-04T21:40:18.842205
1585.5,-24.967105360041497,20,taper_20um,2025-10-04T21:40:18.842205
1586.0,-25.039260115104582,20,taper_20um,2025-10-04T21:40:18.842205
1586.5,-25.253390477828102,20,taper_20um,2025-10-04T21:40:18.842205
1587.0,-25.025226874933587,20,taper_20um,2025-10-04T21:40:18.842205
1587.5,-25.21371310525778,20,taper_20um,2025-10-04T21:40:18.842205
1588.0,-25.143880278613366,20,taper_20um,2025-10-04T21:40:18.842205
1588.5,-25.128893734635746,20,taper_20um,2025-10-04T21:40:18.842205
1589.0,-24.990786102071237,20,taper_20um,2025-10-04T21:40:18.842205
1589.5,-25.113551847394216,20,taper_20um,2025-10-04T21:40:18.842205
1590.0,-25.094960971092313,20,taper_20um,2025-10-04T21:40:18.842205
1590.5,-25.22373010953257,20,taper_20um,2025-10-04T21:40:18.842205
1591.0,-24.97756085706437,20,taper_20um,2025-10-04T21:40:18.842205
1591.5,-24.97878530667801,20,taper_20um,2025-10-04T21:40:18.842205
1592.0,-25.12195022791348,20,taper_20um,2025-10-04T21:40:18.842205
1592.5,-25.107651124919524,20,taper_20um,2025-10-04T21:40:18.842205
1593.0,-25.23354434177558,20,taper_20um,2025-10-04T21:40:18.842205
1593.5,-24.892888770278535,20,taper_20um,2025-10-04T21:40:18.842205
1594.0,-25.15755847605437,20,taper_20um,2025-10-04T21:40:18.842205
1594.5,-25.135268972862143,20,taper_20um,2025-10-04T21:40:18.842205
1595.0,-25.14492848227351,20,taper_20um,2025-10-04T21:40:18.842205
1595.5,-25.247166985229473,20,taper_20um,2025-10-04T21:40:18.842205
1596.0,-25.368177078217773,20,taper_20um,2025-10-04T21:40:18.842205
1596.5,-24.89768669140366,20,taper_20um,2025-10-04T21:40:18.842205
1597.0,-25.226778759626814,20,taper_20um,2025-10-04T21:40:18.842205
1597.5,-25.029139871690393,20,taper_20um,2025-10-04T21:40:18.842205
1598.0,-25.07321111416082,20,taper_20um,2025-10-04T21:40:18.842205
1598.5,-25.06934830502665,20,taper_20um,2025-10-04T21:40:18.842205
1599.0,-25.083754551771452,20,taper_20um,2025-10-04T21:40:18.842205
1599.5,-25.243760798318377,20,taper_20um,2025-10-04T21:40:18.842205
1600.0,-25.13928775588803,20,taper_20um,2025-10-04T21:40:18.842205
