# PHCEP: Photonic Heterogeneous Compute Emulation Platform
# Experimental Laser Driver Characterization Data
# Test Date: 2025-11-08 17:25:26
# Test Protocol: Laser Driver Performance Characterization
# Units: SI base units unless otherwise specified
#
test_type,bias_current_mA,modulation_current_mA,frequency_Hz,temperature_K,supply_voltage_V,optical_power_mW,modulation_response_dB,rise_time_ps,fall_time_ps,rin_dB_Hz,total_power_W,driver_efficiency,threshold_exceedance
dc_characterization,24.48979591836735,0.0,0.0,293,3.3,1.3469387755102047,0.0,0.0,0.0,0.0,0.312214682329897,0.14119013341750222,4.489795918367349
dc_characterization,26.53061224489796,0.0,0.0,293,3.3,1.9591836734693877,0.0,0.0,0.0,0.0,0.31528019165735877,0.15146876747878843,6.530612244897959
dc_characterization,28.571428571428573,0.0,0.0,293,3.3,2.5714285714285716,0.0,0.0,0.0,0.0,0.3183647888755996,0.1615397595010642,8.571428571428573
dc_characterization,30.612244897959183,0.0,0.0,293,3.3,3.1836734693877546,0.0,0.0,0.0,0.0,0.32146845256311424,0.17140730412888117,10.612244897959183
dc_characterization,32.6530612244898,0.0,0.0,293,3.3,3.795918367346939,0.0,0.0,0.0,0.0,0.3245911597434841,0.18107551126940852,12.653061224489797
dc_characterization,34.69387755102041,0.0,0.0,293,3.3,4.408163265306122,0.0,0.0,0.0,0.0,0.327732885892144,0.1905484078042401,14.693877551020407
dc_characterization,36.734693877551024,0.0,0.0,293,3.3,5.020408163265307,0.0,0.0,0.0,0.0,0.330893604943594,0.19982993926662151,16.734693877551024
dc_characterization,38.775510204081634,0.0,0.0,293,3.3,5.63265306122449,0.0,0.0,0.0,0.0,0.334073289299054,0.20892397148479414,18.775510204081634
dc_characterization,40.816326530612244,0.0,0.0,293,3.3,6.244897959183673,0.0,0.0,0.0,0.0,0.3372719098345532,0.2178342921921426,20.816326530612244
dc_characterization,42.85714285714286,0.0,0.0,293,3.3,6.8571428571428585,0.0,0.0,0.0,0.0,0.34048943590945446,0.2265646126048139,22.85714285714286
dc_characterization,44.89795918367347,0.0,0.0,293,3.3,7.469387755102041,0.0,0.0,0.0,0.0,0.3437258353754044,0.2351185689674671,24.89795918367347
dc_characterization,46.93877551020408,0.0,0.0,293,3.3,8.081632653061224,0.0,0.0,0.0,0.0,0.3469810745857068,0.24349972406779713,26.93877551020408
dc_characterization,48.9795918367347,0.0,0.0,293,3.3,8.693877551020408,0.0,0.0,0.0,0.0,0.35025511840511314,0.25171156872046274,28.9795918367347
dc_characterization,51.02040816326531,0.0,0.0,293,3.3,9.306122448979592,0.0,0.0,0.0,0.0,0.35354793022002423,0.2597575232210371,31.02040816326531
dc_characterization,53.06122448979592,0.0,0.0,293,3.3,9.918367346938775,0.0,0.0,0.0,0.0,0.3568594719490983,0.26764093877058714,33.06122448979592
dc_characterization,55.10204081632653,0.0,0.0,293,3.3,10.530612244897958,0.0,0.0,0.0,0.0,0.36018970405425826,0.275365098871474,35.10204081632653
dc_characterization,57.142857142857146,0.0,0.0,293,3.3,11.142857142857144,0.0,0.0,0.0,0.0,0.36353858555209373,0.2829332206949565,37.142857142857146
dc_characterization,59.183673469387756,0.0,0.0,293,3.3,11.755102040816327,0.0,0.0,0.0,0.0,0.3669060740256489,0.290348456421168,39.183673469387756
dc_characterization,61.224489795918366,0.0,0.0,293,3.3,12.36734693877551,0.0,0.0,0.0,0.0,0.3702921256365921,0.2976138945520227,41.224489795918366
dc_characterization,63.26530612244898,0.0,0.0,293,3.3,12.979591836734695,0.0,0.0,0.0,0.0,0.37369669513775927,0.3047325611976002,43.26530612244898
dc_characterization,65.3061224489796,0.0,0.0,293,3.3,13.591836734693878,0.0,0.0,0.0,0.0,0.37711973588606357,0.31170742133654367,45.30612244897959
dc_characterization,67.34693877551021,0.0,0.0,293,3.3,14.204081632653063,0.0,0.0,0.0,0.0,0.38056119985576586,0.3185413800509955,47.34693877551021
dc_characterization,69.38775510204081,0.0,0.0,293,3.3,14.816326530612244,0.0,0.0,0.0,0.0,0.3840210376520973,0.32523728373658634,49.38775510204081
dc_characterization,71.42857142857143,0.0,0.0,293,3.3,15.428571428571429,0.0,0.0,0.0,0.0,0.3874991985252263,0.3317979212879805,51.42857142857143
dc_characterization,73.46938775510205,0.0,0.0,293,3.3,16.040816326530614,0.0,0.0,0.0,0.0,0.39099563038456475,0.3382260252604713,53.46938775510205
dc_characterization,75.51020408163265,0.0,0.0,293,3.3,16.653061224489793,0.0,0.0,0.0,0.0,0.39451027981340164,0.3445242730081114,55.51020408163265
dc_characterization,77.55102040816327,0.0,0.0,293,3.3,17.26530612244898,0.0,0.0,0.0,0.0,0.3980430920838598,0.3506952877988513,57.55102040816327
dc_characterization,79.59183673469389,0.0,0.0,293,3.3,17.877551020408166,0.0,0.0,0.0,0.0,0.40159401117216664,0.3567416399071499,59.591836734693885
dc_characterization,81.63265306122449,0.0,0.0,293,3.3,18.489795918367346,0.0,0.0,0.0,0.0,0.405162979774229,0.3626658476845133,61.63265306122449
dc_characterization,83.6734693877551,0.0,0.0,293,3.3,19.102040816326532,0.0,0.0,0.0,0.0,0.4087499393215064,0.36847037860840787,63.673469387755105
dc_characterization,85.71428571428572,0.0,0.0,293,3.3,19.714285714285715,0.0,0.0,0.0,0.0,0.41235482999717227,0.3741576503099826,65.71428571428572
dc_characterization,87.75510204081633,0.0,0.0,293,3.3,20.3265306122449,0.0,0.0,0.0,0.0,0.41597759075255625,0.3797300315810311,67.75510204081633
dc_characterization,89.79591836734694,0.0,0.0,293,3.3,20.93877551020408,0.0,0.0,0.0,0.0,0.4196181593238565,0.3851898433606118,69.79591836734694
dc_characterization,91.83673469387756,0.0,0.0,293,3.3,21.551020408163268,0.0,0.0,0.0,0.0,0.4232764722491169,0.3905393597017357,71.83673469387756
dc_characterization,93.87755102040816,0.0,0.0,293,3.3,22.163265306122447,0.0,0.0,0.0,0.0,0.42695246488545635,0.3957808087185276,73.87755102040816
dc_characterization,95.91836734693878,0.0,0.0,293,3.3,22.775510204081634,0.0,0.0,0.0,0.0,0.4306460714265445,0.40091637351425213,75.91836734693878
dc_characterization,97.9591836734694,0.0,0.0,293,3.3,23.387755102040817,0.0,0.0,0.0,0.0,0.43435722492031215,0.4059481930905928,77.9591836734694
dc_characterization,100.0,0.0,0.0,293,3.3,24.0,0.0,0.0,0.0,0.0,0.43808585728689053,0.41087836323856247,80.0
modulation_characterization,40.0,0.0,1000000000.0,293,3.3,6.0,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.33599019120587853,0.21429197007683445,20.0
modulation_characterization,40.0,1.2820512820512822,1000000000.0,293,3.3,6.1923076923076925,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.33800450202688,0.21984231530082682,20.0
modulation_characterization,40.0,2.5641025641025643,1000000000.0,293,3.3,6.384615384615385,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.34002627094875737,0.22532195645239042,20.0
modulation_characterization,40.0,3.8461538461538467,1000000000.0,293,3.3,6.576923076923076,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.34205548998548213,0.23073179420808787,20.0
modulation_characterization,40.0,5.128205128205129,1000000000.0,293,3.3,6.769230769230768,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3440921509174504,0.2360727177710513,20.0
modulation_characterization,40.0,6.410256410256411,1000000000.0,293,3.3,6.961538461538461,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3461362452924276,0.24134560501713834,20.0
modulation_characterization,40.0,7.692307692307693,1000000000.0,293,3.3,7.153846153846154,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3481877644265188,0.24655132263922713,20.0
modulation_characterization,40.0,8.974358974358974,1000000000.0,293,3.3,7.346153846153847,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3502466994051636,0.2516907262896723,20.0
modulation_characterization,40.0,10.256410256410257,1000000000.0,293,3.3,7.538461538461539,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.35231304108415634,0.256764660720947,20.0
modulation_characterization,40.0,11.53846153846154,1000000000.0,293,3.3,7.730769230769232,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.354386780090692,0.26177395992449254,20.0
modulation_characterization,40.0,12.820512820512821,1000000000.0,293,3.3,7.9230769230769225,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3564679068244351,0.26671944726780034,20.0
modulation_characterization,40.0,14.102564102564104,1000000000.0,293,3.3,8.115384615384615,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3585564114586142,0.2716019356297464,20.0
modulation_characterization,40.0,15.384615384615387,1000000000.0,293,3.3,8.307692307692308,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.36065228394113963,0.27642222753420304,20.0
modulation_characterization,40.0,16.666666666666668,1000000000.0,293,3.3,8.5,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3627555139957461,0.2811811152819475,20.0
modulation_characterization,40.0,17.94871794871795,1000000000.0,293,3.3,8.692307692307693,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3648660911231578,0.28587938108089095,20.0
modulation_characterization,40.0,19.230769230769234,1000000000.0,293,3.3,8.884615384615383,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.36698400460227765,0.2905177971746481,20.0
modulation_characterization,40.0,20.512820512820515,1000000000.0,293,3.3,9.076923076923077,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3691092434913991,0.29509712596946924,20.0
modulation_characterization,40.0,21.794871794871796,1000000000.0,293,3.3,9.269230769230768,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.37124179662944146,0.29961812015955547,20.0
modulation_characterization,40.0,23.07692307692308,1000000000.0,293,3.3,9.461538461538462,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.37338165263720646,0.304081522850777,20.0
modulation_characterization,40.0,24.35897435897436,1000000000.0,293,3.3,9.653846153846155,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.37552879991865845,0.3084880676828162,20.0
modulation_characterization,40.0,25.641025641025642,1000000000.0,293,3.3,9.846153846153845,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3776832266622266,0.3128384789497541,20.0
modulation_characterization,40.0,26.923076923076927,1000000000.0,293,3.3,10.03846153846154,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.37984492084212673,0.3171334717191214,20.0
modulation_characterization,40.0,28.205128205128208,1000000000.0,293,3.3,10.23076923076923,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.38201387021970773,0.3213737519494318,20.0
modulation_characterization,40.0,29.48717948717949,1000000000.0,293,3.3,10.423076923076923,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3841900623448168,0.3255600166062196,20.0
modulation_characterization,40.0,30.769230769230774,1000000000.0,293,3.3,10.615384615384615,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3863734845571858,0.32969295377659813,20.0
modulation_characterization,40.0,32.05128205128205,1000000000.0,293,3.3,10.807692307692307,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.38856412398783946,0.3337732427823588,20.0
modulation_characterization,40.0,33.333333333333336,1000000000.0,293,3.3,11.000000000000002,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.39076196756052217,0.33780155429163045,20.0
modulation_characterization,40.0,34.61538461538462,1000000000.0,293,3.3,11.192307692307692,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.39296700199314555,0.3417785504291147,20.0
modulation_characterization,40.0,35.8974358974359,1000000000.0,293,3.3,11.384615384615385,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.39517921379925663,0.3457048848849186,20.0
modulation_characterization,40.0,37.17948717948718,1000000000.0,293,3.3,11.576923076923077,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3973985892895224,0.3495812030220001,20.0
modulation_characterization,40.0,38.46153846153847,1000000000.0,293,3.3,11.76923076923077,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.3996251145732367,0.3534081419822447,20.0
modulation_characterization,40.0,39.743589743589745,1000000000.0,293,3.3,11.961538461538462,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.4018587755598441,0.3571863307911912,20.0
modulation_characterization,40.0,41.02564102564103,1000000000.0,293,3.3,12.153846153846153,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.40409955796048164,0.36091639046142354,20.0
modulation_characterization,40.0,42.307692307692314,1000000000.0,293,3.3,12.346153846153848,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.40634744728954,0.36459893409464483,20.0
modulation_characterization,40.0,43.58974358974359,1000000000.0,293,3.3,12.538461538461538,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.4086024288662418,0.3682345669824515,20.0
modulation_characterization,40.0,44.871794871794876,1000000000.0,293,3.3,12.730769230769232,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.4108644878162364,0.37182388670582417,20.0
modulation_characterization,40.0,46.15384615384616,1000000000.0,293,3.3,12.923076923076923,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.4131336090732135,0.3753674832333506,20.0
modulation_characterization,40.0,47.43589743589744,1000000000.0,293,3.3,13.115384615384615,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.41540977738053164,0.37886593901819715,20.0
modulation_characterization,40.0,48.71794871794872,1000000000.0,293,3.3,13.307692307692308,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.4176929772928649,0.38231982909384576,20.0
modulation_characterization,40.0,50.0,1000000000.0,293,3.3,13.5,-0.000408043925593234,34.99999999999999,38.49999999999999,0.0,0.4199831931778635,0.38572972116861054,20.0
frequency_response,40.0,10.0,1000000.0,293,3.3,7.5,2.6231635745142907e-11,0.0,0.0,-129.98916979182613,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,1215474.250076286,293,3.3,7.5,3.8754392225757045e-11,0.0,0.0,-129.9899333353035,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,1477377.6525985096,293,3.3,7.5,5.725212168907997e-11,0.0,0.0,-129.9905606025617,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,1795714.494371641,293,3.3,7.5,8.458309074591009e-11,0.0,0.0,-129.99107538869924,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,2182644.728397487,293,3.3,7.5,1.2495562446014303e-10,0.0,0.0,-129.9914972445954,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,2652948.4644318945,293,3.3,7.5,1.8459927826540103e-10,0.0,0.0,-129.99184220635772,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,3224590.545296398,293,3.3,7.5,2.727079502271223e-10,0.0,0.0,-129.9921233958724,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,3919406.774847221,293,3.3,7.5,4.028574424179588e-10,0.0,0.0,-129.99235151356177,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,4763938.010401341,293,3.3,7.5,5.950999801741791e-10,0.0,0.0,-129.99253524087183,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,5790443.980602483,293,3.3,7.5,8.790307734372358e-10,0.0,0.0,-129.99268156690096,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,7038135.5549315475,293,3.3,7.5,1.2983164985321862e-09,0.0,0.0,-129.9927960508745,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,8554672.535565684,293,3.3,7.5,1.9173510863320155e-09,0.0,0.0,-129.99288302978798,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,10397984.1848149,293,3.3,7.5,2.8310108588879217e-09,0.0,0.0,-129.99294577840482,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,12638482.029342972,293,3.3,7.5,4.1788918600991465e-09,0.0,0.0,-129.99298662681085,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,15361749.466718296,293,3.3,7.5,6.1659850364955384e-09,0.0,0.0,-129.99300703878885,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,18671810.912919205,293,3.3,7.5,9.092431525329301e-09,0.0,0.0,-129.99300765224913,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,22695105.366946686,293,3.3,7.5,1.3395727410013167e-08,0.0,0.0,-129.99298828065986,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,27585316.176291812,293,3.3,7.5,1.970928925483711e-08,0.0,0.0,-129.99294787160426,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,33529241.49249553,293,3.3,7.5,2.8940707348172043e-08,0.0,0.0,-129.9928844148807,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,40753929.65871778,293,3.3,7.5,4.2369244991113714e-08,0.0,0.0,-129.99279478736278,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,49535352.0895917,293,3.3,7.5,6.175045259013289e-08,0.0,0.0,-129.9926745142238,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,60208944.933361255,293,3.3,7.5,8.938457703242877e-08,0.0,0.0,-129.99251741457164,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,73182422.19076182,293,3.3,7.5,1.2802962946914753e-07,0.0,0.0,-129.9923150814827,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,88951349.73108236,293,3.3,7.5,1.8036264446225422e-07,0.0,0.0,-129.99205611748232,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,108118075.10766077,293,3.3,7.5,2.472881801888069e-07,0.0,0.0,-129.99172499900257,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,131414736.26117527,293,3.3,7.5,3.23484595387143e-07,0.0,0.0,-129.99130036342845,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,159731228.00602522,293,3.3,7.5,3.865577248865125e-07,0.0,0.0,-129.99075237448852,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,194149194.57438818,293,3.3,7.5,3.7170454829733737e-07,0.0,0.0,-129.99003857751723,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,235983346.67821985,293,3.3,7.5,1.139565817761922e-07,0.0,0.0,-129.9890972108158,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,286831681.3342009,293,3.3,7.5,-7.815112157490388e-07,0.0,0.0,-129.98783610187974,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,348636522.7678088,293,3.3,7.5,-3.2278109134516836e-06,0.0,0.0,-129.98611364867998,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,423758716.0604055,293,3.3,7.5,-9.29380072535116e-06,0.0,0.0,-129.98370510267077,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,515067807.61681217,293,3.3,7.5,-2.360711847306734e-05,0.0,0.0,-129.98024048782443,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,626051657.2014828,293,3.3,7.5,-5.6433716120063246e-05,0.0,0.0,-129.975085452961,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,760949668.5459868,293,3.3,7.5,-0.00013042454966789434,0.0,0.0,-129.96710203073374,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,924914727.7217336,293,3.3,7.5,-0.0002953770839728726,0.0,0.0,-129.9541443218069,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,1124210035.062084,293,3.3,7.5,-0.0006605011891110868,0.0,0.0,-129.9319396849931,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,1366448349.2953243,293,3.3,7.5,-0.0014648833493065084,0.0,0.0,-129.89147690092477,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,1660882782.6277165,293,3.3,7.5,-0.003231199988148423,0.0,0.0,-129.8126312511123,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,2018760254.679043,293,3.3,7.5,-0.007100411563855328,0.0,0.0,-129.6482518229079,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,2453751106.6398168,293,3.3,7.5,-0.01555784694838614,0.0,0.0,-129.28603289075164,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,2982471286.2168818,293,3.3,7.5,-0.0339961286743597,0.0,0.0,-128.4759265889691,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,3625117049.988528,293,3.3,7.5,-0.07402277692125075,0.0,0.0,-126.7905269252259,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,4406236427.773573,293,3.3,7.5,-0.16020187004053943,0.0,0.0,-123.88174550574311,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,5355666917.706907,293,3.3,7.5,-0.34267062750938687,0.0,0.0,-119.95581568314415,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,6509675230.458164,293,3.3,7.5,-0.7163000629937915,0.0,0.0,-115.71363752040021,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,7912342618.981327,293,3.3,7.5,-1.4350273000771254,0.0,0.0,-112.03318280483244,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,9617248711.152945,293,3.3,7.5,-2.683225159480908,0.0,0.0,-110.02677344925434,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,11689518164.985777,293,3.3,7.5,-4.573300916759841,0.0,0.0,-111.31819091709703,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,14208308325.339237,293,3.3,7.5,-7.053653243938472,0.0,0.0,-118.24577211800106,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,17269832906.594326,293,3.3,7.5,-9.953426518572815,0.0,0.0,-128.92231893669734,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,20991037201.085545,293,3.3,7.5,-13.098910508727464,0.0,0.0,-129.9993564906631,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,25514065200.31282,293,3.3,7.5,-16.37208845925139,0.0,0.0,-129.99999982872677,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,31011689265.747753,293,3.3,7.5,-19.70745016829191,0.0,0.0,-129.99999985995782,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,37693909753.88364,293,3.3,7.5,-23.072123566550353,0.0,0.0,-129.9999998847839,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,45815976690.545006,293,3.3,7.5,-26.45039847394356,0.0,0.0,-129.99999990520894,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,55688139909.452675,293,3.3,7.5,-29.83493741715958,0.0,0.0,-129.99999992201313,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,67687500094.58514,293,3.3,7.5,-33.22235021546676,0.0,0.0,-129.9999999358383,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,82272413417.00458,293,3.3,7.5,-36.6110785532737,0.0,0.0,-129.99999994721261,0.3518991806589413,0.2557550711867883,20.0
frequency_response,40.0,10.0,100000000000.0,293,3.3,7.5,-40.00040804392559,0.0,0.0,-129.99999995657055,0.3518991806589413,0.2557550711867883,20.0
temperature_dependence,40.0,10.0,1000000000.0,273,3.3,9.10828861499545,-0.000408043925593234,0.0,0.0,0.0,0.3518991806589413,0.2557550711867883,20.0
temperature_dependence,40.0,10.0,1000000000.0,283,3.3,8.329260235735012,-0.000408043925593234,0.0,0.0,0.0,0.3518991806589413,0.2557550711867883,20.0
temperature_dependence,40.0,10.0,1000000000.0,293,3.3,7.5,-0.000408043925593234,0.0,0.0,0.0,0.3518991806589413,0.2557550711867883,20.0
temperature_dependence,40.0,10.0,1000000000.0,303,3.3,6.615899425597421,-0.000408043925593234,0.0,0.0,0.0,0.3518991806589413,0.2557550711867883,20.0
temperature_dependence,40.0,10.0,1000000000.0,313,3.3,5.671982272667635,-0.000408043925593234,0.0,0.0,0.0,0.3518991806589413,0.2557550711867883,20.0
temperature_dependence,40.0,10.0,1000000000.0,323,3.3,4.662884548184371,-0.000408043925593234,0.0,0.0,0.0,0.3518991806589413,0.2557550711867883,20.0
