wavelength_nm,power_dBm,taper_length_um,taper_id,timestamp
1561.5,-25.389309344586795,5,taper_5um,2025-10-04T21:40:17.057268
1562.0,-25.39453061493419,5,taper_5um,2025-10-04T21:40:17.057268
1562.5,-25.445438559775972,5,taper_5um,2025-10-04T21:40:17.057268
1563.0,-25.406911988374922,5,taper_5um,2025-10-04T21:40:17.057268
1563.5,-25.287189844313758,5,taper_5um,2025-10-04T21:40:17.057268
1564.0,-25.517341975246826,5,taper_5um,2025-10-04T21:40:17.057268
1564.5,-25.42010206024763,5,taper_5um,2025-10-04T21:40:17.057268
1565.0,-25.52193691041362,5,taper_5um,2025-10-04T21:40:17.057268
1565.5,-25.391288444200857,5,taper_5um,2025-10-04T21:40:17.057268
1566.0,-25.3525262383999,5,taper_5um,2025-10-04T21:40:17.057268
1566.5,-25.56268413842477,5,taper_5um,2025-10-04T21:40:17.057268
1567.0,-25.330275044089976,5,taper_5um,2025-10-04T21:40:17.057268
1567.5,-25.280306300377266,5,taper_5um,2025-10-04T21:40:17.057268
1568.0,-25.395891153775626,5,taper_5um,2025-10-04T21:40:17.057268
1568.5,-25.622455845675837,5,taper_5um,2025-10-04T21:40:17.057268
1569.0,-25.577884526361686,5,taper_5um,2025-10-04T21:40:17.057268
1569.5,-25.488603009880645,5,taper_5um,2025-10-04T21:40:17.057268
1570.0,-25.35948551345654,5,taper_5um,2025-10-04T21:40:17.057268
1570.5,-25.307552417440764,5,taper_5um,2025-10-04T21:40:17.057268
1571.0,-25.531173308560817,5,taper_5um,2025-10-04T21:40:17.057268
1571.5,-25.502849164838583,5,taper_5um,2025-10-04T21:40:17.057268
1572.0,-25.54629967149863,5,taper_5um,2025-10-04T21:40:17.057268
1572.5,-25.67197211257473,5,taper_5um,2025-10-04T21:40:17.057268
1573.0,-25.377382529836538,5,taper_5um,2025-10-04T21:40:17.057268
1573.5,-25.3931407913189,5,taper_5um,2025-10-04T21:40:17.057268
1574.0,-25.43220391510316,5,taper_5um,2025-10-04T21:40:17.057268
1574.5,-25.42599772413762,5,taper_5um,2025-10-04T21:40:17.057268
1575.0,-25.421362087655815,5,taper_5um,2025-10-04T21:40:17.057268
1575.5,-25.433124392593452,5,taper_5um,2025-10-04T21:40:17.057268
1576.0,-25.400831187198655,5,taper_5um,2025-10-04T21:40:17.057268
1576.5,-25.382820883579026,5,taper_5um,2025-10-04T21:40:17.057268
1577.0,-25.52449034495802,5,taper_5um,2025-10-04T21:40:17.057268
1577.5,-25.49375396870269,5,taper_5um,2025-10-04T21:40:17.057268
1578.0,-25.36348508771588,5,taper_5um,2025-10-04T21:40:17.057268
1578.5,-25.518318438428036,5,taper_5um,2025-10-04T21:40:17.057268
1579.0,-25.307123055587077,5,taper_5um,2025-10-04T21:40:17.057268
1579.5,-25.35516846481417,5,taper_5um,2025-10-04T21:40:17.057268
1580.0,-25.543661089868866,5,taper_5um,2025-10-04T21:40:17.057268
1580.5,-25.442669909927726,5,taper_5um,2025-10-04T21:40:17.057268
1581.0,-25.536653421764935,5,taper_5um,2025-10-04T21:40:17.057268
1581.5,-25.454691295620968,5,taper_5um,2025-10-04T21:40:17.057268
1582.0,-25.291638463259044,5,taper_5um,2025-10-04T21:40:17.057268
1582.5,-25.383962347642637,5,taper_5um,2025-10-04T21:40:17.057268
1583.0,-25.215396358632578,5,taper_5um,2025-10-04T21:40:17.057268
1583.5,-25.57944236216985,5,taper_5um,2025-10-04T21:40:17.057268
1584.0,-25.52907014348655,5,taper_5um,2025-10-04T21:40:17.057268
1584.5,-25.320022973926523,5,taper_5um,2025-10-04T21:40:17.057268
1585.0,-25.279824410916472,5,taper_5um,2025-10-04T21:40:17.057268
1585.5,-25.237390630120046,5,taper_5um,2025-10-04T21:40:17.057268
1586.0,-25.368543139721314,5,taper_5um,2025-10-04T21:40:17.057268
1586.5,-25.240128862756652,5,taper_5um,2025-10-04T21:40:17.057268
1587.0,-25.345834599506787,5,taper_5um,2025-10-04T21:40:17.057268
1587.5,-25.45925726659961,5,taper_5um,2025-10-04T21:40:17.057268
1588.0,-25.308474184410425,5,taper_5um,2025-10-04T21:40:17.057268
1588.5,-25.489981346065875,5,taper_5um,2025-10-04T21:40:17.057268
1589.0,-25.610362551706654,5,taper_5um,2025-10-04T21:40:17.057268
1589.5,-25.409063307545267,5,taper_5um,2025-10-04T21:40:17.057268
1590.0,-25.357077401496685,5,taper_5um,2025-10-04T21:40:17.057268
1590.5,-25.405139832722067,5,taper_5um,2025-10-04T21:40:17.057268
1591.0,-25.55819514241369,5,taper_5um,2025-10-04T21:40:17.057268
1591.5,-25.334522789387247,5,taper_5um,2025-10-04T21:40:17.057268
1592.0,-25.168212586108698,5,taper_5um,2025-10-04T21:40:17.057268
1592.5,-25.422400009573746,5,taper_5um,2025-10-04T21:40:17.057268
1593.0,-25.323057264083975,5,taper_5um,2025-10-04T21:40:17.057268
1593.5,-25.43026819478664,5,taper_5um,2025-10-04T21:40:17.057268
1594.0,-25.155065530741997,5,taper_5um,2025-10-04T21:40:17.057268
1594.5,-25.249798901057073,5,taper_5um,2025-10-04T21:40:17.057268
1595.0,-25.541026389976906,5,taper_5um,2025-10-04T21:40:17.057268
1595.5,-25.325938137088162,5,taper_5um,2025-10-04T21:40:17.057268
1596.0,-25.357010525855273,5,taper_5um,2025-10-04T21:40:17.057268
1596.5,-25.35029325658328,5,taper_5um,2025-10-04T21:40:17.057268
1597.0,-25.44911657715295,5,taper_5um,2025-10-04T21:40:17.057268
1597.5,-25.430630366194414,5,taper_5um,2025-10-04T21:40:17.057268
1598.0,-25.176699651884554,5,taper_5um,2025-10-04T21:40:17.057268
1598.5,-25.450291314123852,5,taper_5um,2025-10-04T21:40:17.057268
1599.0,-25.589915835880152,5,taper_5um,2025-10-04T21:40:17.057268
1599.5,-25.331394374815904,5,taper_5um,2025-10-04T21:40:17.057268
1600.0,-25.494960322916505,5,taper_5um,2025-10-04T21:40:17.057268
